Unique_Query_ID,Model_Index,nparents,nzr,zdr,cardinality,Iteration,cause,effect,query,Method,Estimate,exact_result,Time,Acceptance_Rate
M3_PN_V2_V0,3,2,8,10,2,9000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6570416891229854, 0.8064343802290321]","[0.3665043358772565, 0.508756955998615]",15.498852729797363,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,8,10,2,10000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.20682616963122843, 0.369178692107422]","[0.0, 0.1499755169204812]",17.184740781784058,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,8,10,2,10000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.4383698082179749, 0.5728343417262542]","[0.2699326560939671, 0.3747025696443058]",17.184740781784058,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,8,10,2,10000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.33253382532464987, 0.6096631120040488]","[0.0, 0.3094954542509711]",17.184740781784058,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,8,10,2,10000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6570416891229854, 0.8064343802290321]","[0.3665043358772565, 0.508756955998615]",17.184740781784058,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,5,2,1000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.33215063221691793, 0.5217362528658264]","[0.0, 0.615440498219972]",1.6742517948150637,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,5,2,1000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.4171052465914471, 0.5334565124090554]","[0.1768648318325835, 0.4473489880097752]",1.6742517948150637,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,5,2,1000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3912476291516659, 0.607366883460535]","[0.0, 0.9883075955828494]",1.6742517948150637,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,5,2,1000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.5008226007786182, 0.6234634217401653]","[0.1924097650914784, 0.4866672068438543]",1.6742517948150637,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,5,2,2000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.33215063221691793, 0.5217362528658264]","[0.0, 0.615440498219972]",3.3133950233459477,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,5,2,2000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.4168391765750573, 0.5334565124090554]","[0.1768648318325835, 0.4473489880097752]",3.3133950233459477,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,5,2,2000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3912476291516659, 0.6170491290738755]","[0.0, 0.9883075955828494]",3.3133950233459477,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,5,2,2000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.4945197690313207, 0.6245849516900257]","[0.1924097650914784, 0.4866672068438543]",3.3133950233459477,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,5,2,3000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.32616252715324384, 0.5217362528658264]","[0.0, 0.615440498219972]",4.952179670333862,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,5,2,3000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3943955513252253, 0.5446551581274492]","[0.1768648318325835, 0.4473489880097752]",4.952179670333862,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,5,2,3000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3912476291516659, 0.6170491290738755]","[0.0, 0.9883075955828494]",4.952179670333862,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,5,2,3000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.4945197690313207, 0.6254560831474436]","[0.1924097650914784, 0.4866672068438543]",4.952179670333862,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,5,2,4000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.32616252715324384, 0.5217362528658264]","[0.0, 0.615440498219972]",6.594867706298828,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,5,2,4000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3943955513252253, 0.5446551581274492]","[0.1768648318325835, 0.4473489880097752]",6.594867706298828,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,5,2,4000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3912476291516659, 0.6170491290738755]","[0.0, 0.9883075955828494]",6.594867706298828,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,5,2,4000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.4945197690313207, 0.6254560831474436]","[0.1924097650914784, 0.4866672068438543]",6.594867706298828,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,5,2,5000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.32616252715324384, 0.5217362528658264]","[0.0, 0.615440498219972]",8.265670776367188,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,5,2,5000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3943955513252253, 0.5446551581274492]","[0.1768648318325835, 0.4473489880097752]",8.265670776367188,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,5,2,5000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3912476291516659, 0.6229712095194936]","[0.0, 0.9883075955828494]",8.265670776367188,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,5,2,5000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.4753098997232605, 0.6254560831474436]","[0.1924097650914784, 0.4866672068438543]",8.265670776367188,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,5,2,6000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.32616252715324384, 0.5217362528658264]","[0.0, 0.615440498219972]",10.311996936798096,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,5,2,6000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3943955513252253, 0.5527464158416062]","[0.1768648318325835, 0.4473489880097752]",10.311996936798096,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,5,2,6000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3912476291516659, 0.6229712095194936]","[0.0, 0.9883075955828494]",10.311996936798096,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,5,2,6000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.4753098997232605, 0.6281915620446905]","[0.1924097650914784, 0.4866672068438543]",10.311996936798096,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,5,2,7000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.32616252715324384, 0.5217362528658264]","[0.0, 0.615440498219972]",11.927876234054564,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,5,2,7000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3943955513252253, 0.5527464158416062]","[0.1768648318325835, 0.4473489880097752]",11.927876234054564,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,5,2,7000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3912476291516659, 0.6229712095194936]","[0.0, 0.9883075955828494]",11.927876234054564,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,5,2,7000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.4753098997232605, 0.6281915620446905]","[0.1924097650914784, 0.4866672068438543]",11.927876234054564,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,5,2,8000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.32616252715324384, 0.5217362528658264]","[0.0, 0.615440498219972]",14.136535167694092,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,5,2,8000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3943955513252253, 0.5527464158416062]","[0.1768648318325835, 0.4473489880097752]",14.136535167694092,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,5,2,8000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3912476291516659, 0.6229712095194936]","[0.0, 0.9883075955828494]",14.136535167694092,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,5,2,8000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.4753098997232605, 0.6296331143172257]","[0.1924097650914784, 0.4866672068438543]",14.136535167694092,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,5,2,9000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.32616252715324384, 0.5217362528658264]","[0.0, 0.615440498219972]",15.76357889175415,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,5,2,9000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3943955513252253, 0.5527464158416062]","[0.1768648318325835, 0.4473489880097752]",15.76357889175415,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,5,2,9000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3912476291516659, 0.6344216850538493]","[0.0, 0.9883075955828494]",15.76357889175415,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,5,2,9000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.4706651635425448, 0.6361503475235476]","[0.1924097650914784, 0.4866672068438543]",15.76357889175415,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,5,2,10000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.32616252715324384, 0.5217362528658264]","[0.0, 0.615440498219972]",18.090542554855347,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,5,2,10000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3943955513252253, 0.5527464158416062]","[0.1768648318325835, 0.4473489880097752]",18.090542554855347,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,5,2,10000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3912476291516659, 0.6344216850538493]","[0.0, 0.9883075955828494]",18.090542554855347,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,5,2,10000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.4706651635425448, 0.6361503475235476]","[0.1924097650914784, 0.4866672068438543]",18.090542554855347,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,10,2,1000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.31544496257146604, 0.4977071423521831]","[0.0226329385021463, 0.2174142158013883]",1.5760791301727295,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,10,2,1000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.43614554856435706, 0.5511581089556805]","[0.3249667739148461, 0.4473489880097752]",1.5760791301727295,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,10,2,1000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3299269105429105, 0.5612200680912759]","[0.0363451951841424, 0.3491354915473905]",1.5760791301727295,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,10,2,1000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.629885875089857, 0.7417328618574354]","[0.3535286239984533, 0.4866672068438543]",1.5760791301727295,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,10,2,2000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3105339891775483, 0.4977071423521831]","[0.0226329385021463, 0.2174142158013883]",3.0943949222564697,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,10,2,2000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.43614554856435706, 0.5511581089556805]","[0.3249667739148461, 0.4473489880097752]",3.0943949222564697,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,10,2,2000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3299269105429105, 0.5653253266121979]","[0.0363451951841424, 0.3491354915473905]",3.0943949222564697,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,10,2,2000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.629885875089857, 0.7518432772987814]","[0.3535286239984533, 0.4866672068438543]",3.0943949222564697,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,10,2,3000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3043441243023217, 0.4977071423521831]","[0.0226329385021463, 0.2174142158013883]",4.6191606521606445,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,10,2,3000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.43614554856435706, 0.5511581089556805]","[0.3249667739148461, 0.4473489880097752]",4.6191606521606445,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,10,2,3000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3299269105429105, 0.5653253266121979]","[0.0363451951841424, 0.3491354915473905]",4.6191606521606445,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,10,2,3000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6255696998585484, 0.7518432772987814]","[0.3535286239984533, 0.4866672068438543]",4.6191606521606445,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,10,2,4000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3043441243023217, 0.4977071423521831]","[0.0226329385021463, 0.2174142158013883]",6.135587930679321,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,10,2,4000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.43614554856435706, 0.5511581089556805]","[0.3249667739148461, 0.4473489880097752]",6.135587930679321,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,10,2,4000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3299269105429105, 0.5653253266121979]","[0.0363451951841424, 0.3491354915473905]",6.135587930679321,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,10,2,4000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6255696998585484, 0.7518432772987814]","[0.3535286239984533, 0.4866672068438543]",6.135587930679321,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,10,2,5000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.28736840169397937, 0.4977071423521831]","[0.0226329385021463, 0.2174142158013883]",7.659827947616577,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,10,2,5000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.43572712746304454, 0.5511581089556805]","[0.3249667739148461, 0.4473489880097752]",7.659827947616577,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,10,2,5000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3299269105429105, 0.5653253266121979]","[0.0363451951841424, 0.3491354915473905]",7.659827947616577,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,10,2,5000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6255696998585484, 0.7518432772987814]","[0.3535286239984533, 0.4866672068438543]",7.659827947616577,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,10,2,6000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.28736840169397937, 0.4977071423521831]","[0.0226329385021463, 0.2174142158013883]",9.601905345916748,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,10,2,6000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.43572712746304454, 0.5600381596675871]","[0.3249667739148461, 0.4473489880097752]",9.601905345916748,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,10,2,6000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3299269105429105, 0.5653253266121979]","[0.0363451951841424, 0.3491354915473905]",9.601905345916748,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,10,2,6000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6255696998585484, 0.7518432772987814]","[0.3535286239984533, 0.4866672068438543]",9.601905345916748,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,10,2,7000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.28736840169397937, 0.4977071423521831]","[0.0226329385021463, 0.2174142158013883]",11.64235258102417,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,10,2,7000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.431247460005813, 0.5600381596675871]","[0.3249667739148461, 0.4473489880097752]",11.64235258102417,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,10,2,7000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3299269105429105, 0.5653253266121979]","[0.0363451951841424, 0.3491354915473905]",11.64235258102417,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,10,2,7000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6255696998585484, 0.7518432772987814]","[0.3535286239984533, 0.4866672068438543]",11.64235258102417,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,10,2,8000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.28736840169397937, 0.4977071423521831]","[0.0226329385021463, 0.2174142158013883]",13.163900136947632,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,10,2,8000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.42598573557673236, 0.5600381596675871]","[0.3249667739148461, 0.4473489880097752]",13.163900136947632,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,10,2,8000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3299269105429105, 0.5653253266121979]","[0.0363451951841424, 0.3491354915473905]",13.163900136947632,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,10,2,8000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6255696998585484, 0.7518432772987814]","[0.3535286239984533, 0.4866672068438543]",13.163900136947632,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,10,2,9000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.28736840169397937, 0.4977071423521831]","[0.0226329385021463, 0.2174142158013883]",14.74449634552002,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,10,2,9000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.42593750602242375, 0.5600381596675871]","[0.3249667739148461, 0.4473489880097752]",14.74449634552002,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,10,2,9000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3299269105429105, 0.5653253266121979]","[0.0363451951841424, 0.3491354915473905]",14.74449634552002,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,10,2,9000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6255696998585484, 0.7518432772987814]","[0.3535286239984533, 0.4866672068438543]",14.74449634552002,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,6,10,2,10000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.28736840169397937, 0.4977071423521831]","[0.0226329385021463, 0.2174142158013883]",16.284679889678955,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,6,10,2,10000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.42593750602242375, 0.5600381596675871]","[0.3249667739148461, 0.4473489880097752]",16.284679889678955,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,6,10,2,10000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3299269105429105, 0.5653253266121979]","[0.0363451951841424, 0.3491354915473905]",16.284679889678955,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,6,10,2,10000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6162291110066437, 0.7518432772987814]","[0.3535286239984533, 0.4866672068438543]",16.284679889678955,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,10,5,2,1000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.37979594755372015, 0.5342240516690356]","[0.088342612917763, 0.5420634113012254]",2.6987416744232178,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,10,5,2,1000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3572246713831984, 0.4913945459238941]","[0.3158715786488049, 0.4067767026301722]",2.6987416744232178,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,10,5,2,1000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.508980543220451, 0.6855186028441841]","[0.1614323155039722, 0.9905361495001018]",2.6987416744232178,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,10,5,2,1000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.4244932537809173, 0.5841846023729713]","[0.4196230659567957, 0.5403869757691937]",2.6987416744232178,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,10,5,2,2000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3781088363878833, 0.5360662142724117]","[0.088342612917763, 0.5420634113012254]",4.531984329223633,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,10,5,2,2000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3572246713831984, 0.4913945459238941]","[0.3158715786488049, 0.4067767026301722]",4.531984329223633,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,10,5,2,2000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.5074290665603515, 0.7062782707474581]","[0.1614323155039722, 0.9905361495001018]",4.531984329223633,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,10,5,2,2000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.40852096596932597, 0.5841846023729713]","[0.4196230659567957, 0.5403869757691937]",4.531984329223633,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,10,5,2,3000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3682072970549885, 0.5360662142724117]","[0.088342612917763, 0.5420634113012254]",6.262841463088989,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,10,5,2,3000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.35388123881598776, 0.491725622688078]","[0.3158715786488049, 0.4067767026301722]",6.262841463088989,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,10,5,2,3000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.5028381653239038, 0.7062782707474581]","[0.1614323155039722, 0.9905361495001018]",6.262841463088989,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,10,5,2,3000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.40852096596932597, 0.5841846023729713]","[0.4196230659567957, 0.5403869757691937]",6.262841463088989,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V1_V0,3,2,10,5,2,4000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3682072970549885, 0.5454432074586313]","[0.088342612917763, 0.5420634113012254]",8.044783353805542,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PS_V2_V0,3,2,10,5,2,4000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3526170704297229, 0.5033629818644683]","[0.3158715786488049, 0.4067767026301722]",8.044783353805542,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V1_V0,3,2,10,5,2,4000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.5022430307409113, 0.7062782707474581]","[0.1614323155039722, 0.9905361495001018]",8.044783353805542,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M3_PN_V2_V0,3,2,10,5,2,4000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.40852096596932597, 0.5841846023729713]","[0.4196230659567957, 0.5403869757691937]",8.044783353805542,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
