Unique_Query_ID,Model_Index,nparents,nzr,zdr,cardinality,Iteration,cause,effect,query,Method,Estimate,exact_result,Time,Acceptance_Rate
M0_PN_V1_V0,0,2,10,10,2,6000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.49402838444547315, 0.6543128674144524]","[0.6506208706901839, 0.8883587875430508]",11.005857706069946,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M0_PN_V2_V0,0,2,10,10,2,6000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.40519839036169525, 0.5484554686747951]","[0.2282307110005323, 0.5293911315803326]",11.005857706069946,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M0_PS_V1_V0,0,2,10,10,2,7000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.49159606831844194, 0.6723073456216049]","[0.7210247097808495, 0.9844883031342316]",12.734408617019652,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M0_PS_V2_V0,0,2,10,10,2,7000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3961870144217243, 0.566503286944366]","[0.319276664128295, 0.7405762080357261]",12.734408617019652,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M0_PN_V1_V0,0,2,10,10,2,7000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.49402838444547315, 0.6543128674144524]","[0.6506208706901839, 0.8883587875430508]",12.734408617019652,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M0_PN_V2_V0,0,2,10,10,2,7000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.40519839036169525, 0.5484554686747951]","[0.2282307110005323, 0.5293911315803326]",12.734408617019652,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M0_PS_V1_V0,0,2,10,10,2,8000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.49159606831844194, 0.6723073456216049]","[0.7210247097808495, 0.9844883031342316]",14.514944791793823,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M0_PS_V2_V0,0,2,10,10,2,8000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3961870144217243, 0.566503286944366]","[0.319276664128295, 0.7405762080357261]",14.514944791793823,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M0_PN_V1_V0,0,2,10,10,2,8000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.49402838444547315, 0.6543128674144524]","[0.6506208706901839, 0.8883587875430508]",14.514944791793823,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M0_PN_V2_V0,0,2,10,10,2,8000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.40519839036169525, 0.5484554686747951]","[0.2282307110005323, 0.5293911315803326]",14.514944791793823,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M0_PS_V1_V0,0,2,10,10,2,9000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.49159606831844194, 0.6723073456216049]","[0.7210247097808495, 0.9844883031342316]",16.28429651260376,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M0_PS_V2_V0,0,2,10,10,2,9000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3961870144217243, 0.566503286944366]","[0.319276664128295, 0.7405762080357261]",16.28429651260376,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M0_PN_V1_V0,0,2,10,10,2,9000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.49402838444547315, 0.6543128674144524]","[0.6506208706901839, 0.8883587875430508]",16.28429651260376,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M0_PN_V2_V0,0,2,10,10,2,9000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.40344576639126445, 0.5484554686747951]","[0.2282307110005323, 0.5293911315803326]",16.28429651260376,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M0_PS_V1_V0,0,2,10,10,2,10000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.49159606831844194, 0.6723073456216049]","[0.7210247097808495, 0.9844883031342316]",18.01628017425537,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M0_PS_V2_V0,0,2,10,10,2,10000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.3961870144217243, 0.566503286944366]","[0.319276664128295, 0.7405762080357261]",18.01628017425537,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M0_PN_V1_V0,0,2,10,10,2,10000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.49402838444547315, 0.6543128674144524]","[0.6506208706901839, 0.8883587875430508]",18.01628017425537,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M0_PN_V2_V0,0,2,10,10,2,10000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.3805815149567758, 0.5484554686747951]","[0.2282307110005323, 0.5293911315803326]",18.01628017425537,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,6,10,2,1000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.2707103710682758, 0.37508146378143437]","[0.0094624004357471, 0.111541219873608]",1.5838971138000488,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,6,10,2,1000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.24876117078045665, 0.34910974821411717]","[0.0858548666390267, 0.137922802958112]",1.5838971138000488,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,6,10,2,1000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6631778357539436, 0.8249084858228108]","[0.0848332163344578, 1.0]",1.5838971138000488,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,6,10,2,1000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6320761430696621, 0.773648153015237]","[0.622484932133386, 1.0]",1.5838971138000488,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,6,10,2,2000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.25324029879712706, 0.37508146378143437]","[0.0094624004357471, 0.111541219873608]",3.1127099990844727,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,6,10,2,2000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.24876117078045665, 0.34910974821411717]","[0.0858548666390267, 0.137922802958112]",3.1127099990844727,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,6,10,2,2000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6567268099735871, 0.8338550820898939]","[0.0848332163344578, 1.0]",3.1127099990844727,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,6,10,2,2000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6105712437012686, 0.7821384767086261]","[0.622484932133386, 1.0]",3.1127099990844727,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,6,10,2,3000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.25324029879712706, 0.3775932697801836]","[0.0094624004357471, 0.111541219873608]",4.698518753051758,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,6,10,2,3000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.24811295400313746, 0.34910974821411717]","[0.0858548666390267, 0.137922802958112]",4.698518753051758,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,6,10,2,3000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6477780654389521, 0.8435267173222881]","[0.0848332163344578, 1.0]",4.698518753051758,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,6,10,2,3000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6105712437012686, 0.7821384767086261]","[0.622484932133386, 1.0]",4.698518753051758,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,6,10,2,4000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.25324029879712706, 0.3978255650360463]","[0.0094624004357471, 0.111541219873608]",6.490967750549316,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,6,10,2,4000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.24811295400313746, 0.3582667325888588]","[0.0858548666390267, 0.137922802958112]",6.490967750549316,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,6,10,2,4000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.644056242105171, 0.8435267173222881]","[0.0848332163344578, 1.0]",6.490967750549316,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,6,10,2,4000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6105712437012686, 0.7821384767086261]","[0.622484932133386, 1.0]",6.490967750549316,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,6,10,2,5000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.25324029879712706, 0.3978255650360463]","[0.0094624004357471, 0.111541219873608]",8.323262691497803,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,6,10,2,5000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.23799693059760454, 0.3582667325888588]","[0.0858548666390267, 0.137922802958112]",8.323262691497803,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,6,10,2,5000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.644056242105171, 0.8435267173222881]","[0.0848332163344578, 1.0]",8.323262691497803,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,6,10,2,5000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6105712437012686, 0.7821384767086261]","[0.622484932133386, 1.0]",8.323262691497803,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,6,10,2,6000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.25324029879712706, 0.3978255650360463]","[0.0094624004357471, 0.111541219873608]",9.921537160873411,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,6,10,2,6000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.23799693059760454, 0.3582667325888588]","[0.0858548666390267, 0.137922802958112]",9.921537160873411,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,6,10,2,6000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.644056242105171, 0.8435267173222881]","[0.0848332163344578, 1.0]",9.921537160873411,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,6,10,2,6000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6105712437012686, 0.7821384767086261]","[0.622484932133386, 1.0]",9.921537160873411,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,6,10,2,7000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.25324029879712706, 0.3978255650360463]","[0.0094624004357471, 0.111541219873608]",11.51687479019165,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,6,10,2,7000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.23799693059760454, 0.36380327989200295]","[0.0858548666390267, 0.137922802958112]",11.51687479019165,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,6,10,2,7000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6329012444381193, 0.8435267173222881]","[0.0848332163344578, 1.0]",11.51687479019165,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,6,10,2,7000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6105712437012686, 0.789752516807689]","[0.622484932133386, 1.0]",11.51687479019165,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,6,10,2,8000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.25324029879712706, 0.3978255650360463]","[0.0094624004357471, 0.111541219873608]",13.103846788406372,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,6,10,2,8000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.23799693059760454, 0.36380327989200295]","[0.0858548666390267, 0.137922802958112]",13.103846788406372,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,6,10,2,8000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6329012444381193, 0.8435267173222881]","[0.0848332163344578, 1.0]",13.103846788406372,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,6,10,2,8000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6065741398422183, 0.7928964214112235]","[0.622484932133386, 1.0]",13.103846788406372,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,6,10,2,9000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.25324029879712706, 0.3978255650360463]","[0.0094624004357471, 0.111541219873608]",14.65415906906128,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,6,10,2,9000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.23799693059760454, 0.36380327989200295]","[0.0858548666390267, 0.137922802958112]",14.65415906906128,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,6,10,2,9000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6329012444381193, 0.8435267173222881]","[0.0848332163344578, 1.0]",14.65415906906128,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,6,10,2,9000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6065741398422183, 0.7928964214112235]","[0.622484932133386, 1.0]",14.65415906906128,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,6,10,2,10000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.25324029879712706, 0.3978255650360463]","[0.0094624004357471, 0.111541219873608]",16.20332098007202,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,6,10,2,10000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.23799693059760454, 0.36380327989200295]","[0.0858548666390267, 0.137922802958112]",16.20332098007202,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,6,10,2,10000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6329012444381193, 0.8435267173222881]","[0.0848332163344578, 1.0]",16.20332098007202,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,6,10,2,10000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6065741398422183, 0.7928964214112235]","[0.622484932133386, 1.0]",16.20332098007202,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,8,10,2,1000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.2571238501593127, 0.36248355360766626]","[0.0, 0.1115960259152624]",2.5307958126068115,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,8,10,2,1000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.33530630257908306, 0.47539127823216193]","[0.09333558650521, 0.1400242873646147]",2.5307958126068115,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,8,10,2,1000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.5342744101469944, 0.7018434548541593]","[0.0, 1.0]",2.5307958126068115,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,8,10,2,1000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.7174272892355891, 0.8694270105289261]","[0.6665671239030829, 1.0]",2.5307958126068115,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,8,10,2,2000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.2540154268474946, 0.36248355360766626]","[0.0, 0.1115960259152624]",4.1954429149627686,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,8,10,2,2000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.32559225726559127, 0.47539127823216193]","[0.09333558650521, 0.1400242873646147]",4.1954429149627686,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,8,10,2,2000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.5316440583274774, 0.7275004128914666]","[0.0, 1.0]",4.1954429149627686,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,8,10,2,2000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.7071691419026384, 0.8694270105289261]","[0.6665671239030829, 1.0]",4.1954429149627686,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,8,10,2,3000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.2308829366958571, 0.36248355360766626]","[0.0, 0.1115960259152624]",5.970452070236206,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,8,10,2,3000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.32559225726559127, 0.47539127823216193]","[0.09333558650521, 0.1400242873646147]",5.970452070236206,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,8,10,2,3000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.5246477593123104, 0.7275004128914666]","[0.0, 1.0]",5.970452070236206,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,8,10,2,3000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.7071691419026384, 0.8713429248354595]","[0.6665671239030829, 1.0]",5.970452070236206,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,8,10,2,4000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.2308829366958571, 0.371417581730982]","[0.0, 0.1115960259152624]",7.654282331466675,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,8,10,2,4000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.32559225726559127, 0.47539127823216193]","[0.09333558650521, 0.1400242873646147]",7.654282331466675,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,8,10,2,4000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.5246477593123104, 0.7275004128914666]","[0.0, 1.0]",7.654282331466675,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,8,10,2,4000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.7071691419026384, 0.8713429248354595]","[0.6665671239030829, 1.0]",7.654282331466675,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,8,10,2,5000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.2308829366958571, 0.371417581730982]","[0.0, 0.1115960259152624]",9.565802574157717,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,8,10,2,5000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.32559225726559127, 0.47539127823216193]","[0.09333558650521, 0.1400242873646147]",9.565802574157717,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,8,10,2,5000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.5246477593123104, 0.7275004128914666]","[0.0, 1.0]",9.565802574157717,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,8,10,2,5000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.7071691419026384, 0.8713429248354595]","[0.6665671239030829, 1.0]",9.565802574157717,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,8,10,2,6000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.2308829366958571, 0.371417581730982]","[0.0, 0.1115960259152624]",11.255955696105955,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,8,10,2,6000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.32559225726559127, 0.47539127823216193]","[0.09333558650521, 0.1400242873646147]",11.255955696105955,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,8,10,2,6000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.5246477593123104, 0.7275004128914666]","[0.0, 1.0]",11.255955696105955,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,8,10,2,6000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.7071691419026384, 0.8716163321792368]","[0.6665671239030829, 1.0]",11.255955696105955,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,8,10,2,7000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.2308829366958571, 0.380681895747586]","[0.0, 0.1115960259152624]",12.88241696357727,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,8,10,2,7000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.32559225726559127, 0.47539127823216193]","[0.09333558650521, 0.1400242873646147]",12.88241696357727,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,8,10,2,7000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.5246477593123104, 0.7275004128914666]","[0.0, 1.0]",12.88241696357727,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,8,10,2,7000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.7071691419026384, 0.8716163321792368]","[0.6665671239030829, 1.0]",12.88241696357727,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,8,10,2,8000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.2308829366958571, 0.380681895747586]","[0.0, 0.1115960259152624]",14.535012006759644,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,8,10,2,8000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.32559225726559127, 0.47539127823216193]","[0.09333558650521, 0.1400242873646147]",14.535012006759644,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,8,10,2,8000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.5116568150107855, 0.7275004128914666]","[0.0, 1.0]",14.535012006759644,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,8,10,2,8000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.7071691419026384, 0.8716163321792368]","[0.6665671239030829, 1.0]",14.535012006759644,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,8,10,2,9000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.2308829366958571, 0.380681895747586]","[0.0, 0.1115960259152624]",16.18388080596924,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,8,10,2,9000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.32368194781099136, 0.47539127823216193]","[0.09333558650521, 0.1400242873646147]",16.18388080596924,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,8,10,2,9000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.5116568150107855, 0.7275004128914666]","[0.0, 1.0]",16.18388080596924,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,8,10,2,9000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.7071691419026384, 0.8716163321792368]","[0.6665671239030829, 1.0]",16.18388080596924,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,8,10,2,10000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.2308829366958571, 0.380681895747586]","[0.0, 0.1115960259152624]",17.871723175048828,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,8,10,2,10000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.32368194781099136, 0.47539127823216193]","[0.09333558650521, 0.1400242873646147]",17.871723175048828,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,8,10,2,10000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.5116568150107855, 0.7275004128914666]","[0.0, 1.0]",17.871723175048828,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,8,10,2,10000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6979253563272901, 0.880072878819191]","[0.6665671239030829, 1.0]",17.871723175048828,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,6,5,2,1000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.2864648568747643, 0.4140455747162629]","[0.0, 0.111541219873608]",1.6803784370422363,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V2_V0,1,2,6,5,2,1000,V2,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.32568439950792066, 0.44023961296292846]","[0.0858548666390267, 0.137922802958112]",1.6803784370422363,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V1_V0,1,2,6,5,2,1000,V1,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.5837791777840542, 0.7663025135357547]","[0.0, 1.0]",1.6803784370422363,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PN_V2_V0,1,2,6,5,2,1000,V2,V0,PN,Metropolis_Hastings_AlwaysTrue,"[0.6840102024267626, 0.8384556392476715]","[0.622484932133386, 1.0]",1.6803784370422363,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
M1_PS_V1_V0,1,2,6,5,2,2000,V1,V0,PS,Metropolis_Hastings_AlwaysTrue,"[0.2864648568747643, 0.4140455747162629]","[0.0, 0.111541219873608]",3.315624475479126,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}"
