Model_Index,nparents,nzr,zdr,cardinality,Iteration,cause,effect,query,Gibbs_Sampling,Time_gibbs,Metropolis_Hastings,Time_mh,Exact_Probability,Metropolis_Hastings_AlwaysTrue,exact_result,Time_Metropolis_Hastings_AlwaysTrue,Acceptance_Rate_Metropolis_Hastings_AlwaysTrue,Metropolis_Hastings_Exclude_Outliers,Time_Metropolis_Hastings_Exclude_Outliers,Acceptance_Rate_Metropolis_Hastings_Exclude_Outliers,Metropolis_Hastings_Parallel_Tempering,Time_Metropolis_Hastings_Parallel_Tempering,Acceptance_Rate_Metropolis_Hastings_Parallel_Tempering,Metropolis_Hastings_Swandsen_Wang,Time_Metropolis_Hastings_Swandsen_Wang,Acceptance_Rate_Metropolis_Hastings_Swandsen_Wang,Metropolis_Hastings_Zanella,Time_Metropolis_Hastings_Zanella,Acceptance_Rate_Metropolis_Hastings_Zanella
0,2,6,5,2,5000,V2,V0,PN,"[0.1404294544806225, 0.35388995460226547]",54.83316802978516,"[0.14455556350770302, 0.36095401626980667]",9.043078899383543,"[0.1477152150064806, 0.3422984391119912]","[0.4103717675876169, 0.5568972261832905]","[0.1477152150064806, 0.3422984391119912]",9.06694793701172,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.13435941763821127, 0.35523469027240934]",9.217819929122925,"{'V3': 0.3217336, 'V4': 1.0, 'V5': 1.0}","[0.12249210244683846, 0.3974917083864936]",27.07713484764099,,"[0.584991157397732, 0.6857388428146162]",8.102235317230225,,"[0.1333180920691916, 0.40362822441078006]",21.00889229774475,
0,2,6,5,2,6000,V1,V0,PS,"[0.3833445002553772, 0.9468339288559705]",66.5218620300293,"[0.37025723717624665, 0.8978675032641015]",10.657977819442747,"[0.2736590312739113, 1.0]","[0.5677193997704674, 0.7387271781979678]","[0.2736590312739113, 1.0]",10.756037473678589,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.40702630258071615, 0.9207550932243769]",10.925136804580688,"{'V3': 0.3270285, 'V4': 1.0, 'V5': 1.0}","[0.3295272825102155, 0.9528263916760126]",32.27475571632385,,"[0.6345201264823279, 0.758680747794352]",9.589914560317991,,"[0.2771460617394463, 0.9017345340694828]",25.147092580795288,
0,2,6,5,2,6000,V2,V0,PS,"[0.49059056269218027, 0.8721106441142968]",66.5218620300293,"[0.49396690045866604, 0.9022143282402767]",10.657977819442747,"[0.4315392596872229, 1.0]","[0.5435911052154068, 0.6844607504003988]","[0.4315392596872229, 1.0]",10.756037473678589,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.4842289666344818, 0.8801023243008878]",10.925136804580688,"{'V3': 0.3270285, 'V4': 1.0, 'V5': 1.0}","[0.4197711916066688, 0.9078507262910337]",32.27475571632385,,"[0.648823851790532, 0.7550496362849922]",9.589914560317991,,"[0.42404447162525966, 0.8830172827453888]",25.147092580795288,
0,2,6,5,2,6000,V1,V0,PN,"[0.08902244403004764, 0.2714867811638485]",66.5218620300293,"[0.09050421238729311, 0.26924223715521783]",10.657977819442747,"[0.0692730168265683, 0.2531362349128231]","[0.37772124547924507, 0.5244610682807896]","[0.0692730168265683, 0.2531362349128231]",10.756037473678589,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.09047343152369246, 0.2677879852860471]",10.925136804580688,"{'V3': 0.3270285, 'V4': 1.0, 'V5': 1.0}","[0.07692602903874177, 0.30037531855997135]",32.27475571632385,,"[0.46703868755959826, 0.6096496474747674]",9.589914560317991,,"[0.07383202744628249, 0.32429330953028074]",25.147092580795288,
0,2,6,5,2,6000,V2,V0,PN,"[0.1422917664200272, 0.3548075459881143]",66.5218620300293,"[0.1404703873818551, 0.3656130514001837]",10.657977819442747,"[0.1477152150064806, 0.3422984391119912]","[0.4103717675876169, 0.5568972261832905]","[0.1477152150064806, 0.3422984391119912]",10.756037473678589,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.14200440196776148, 0.35523469027240934]",10.925136804580688,"{'V3': 0.3270285, 'V4': 1.0, 'V5': 1.0}","[0.12249210244683846, 0.3974917083864936]",32.27475571632385,,"[0.5828329283913016, 0.6857388428146162]",9.589914560317991,,"[0.1333180920691916, 0.40362822441078006]",25.147092580795288,
0,2,6,5,2,7000,V1,V0,PS,"[0.38467406018298056, 0.9468339288559705]",78.29202175140381,"[0.38838019215680725, 0.8978675032641015]",12.275747060775757,"[0.2736590312739113, 1.0]","[0.5677193997704674, 0.7387271781979678]","[0.2736590312739113, 1.0]",12.43992805480957,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.4009790759260157, 0.9282296343740014]",12.727196216583252,"{'V3': 0.32757085714285716, 'V4': 1.0, 'V5': 1.0}","[0.2889466290152086, 0.9528263916760126]",37.72396779060364,,"[0.6286079287262801, 0.758680747794352]",11.135982513427734,,"[0.2771460617394463, 0.9398552889966575]",29.320332765579224,
0,2,6,5,2,7000,V2,V0,PS,"[0.4927158907393294, 0.8695964530242433]",78.29202175140381,"[0.49729297439285247, 0.9022143282402767]",12.275747060775757,"[0.4315392596872229, 1.0]","[0.5435911052154068, 0.6844607504003988]","[0.4315392596872229, 1.0]",12.43992805480957,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.4878328586295813, 0.8788639900886962]",12.727196216583252,"{'V3': 0.32757085714285716, 'V4': 1.0, 'V5': 1.0}","[0.38672329402129535, 0.9078507262910337]",37.72396779060364,,"[0.648823851790532, 0.7550496362849922]",11.135982513427734,,"[0.42404447162525966, 0.8830172827453888]",29.320332765579224,
0,2,6,5,2,7000,V1,V0,PN,"[0.08936408581868974, 0.2737832003851358]",78.29202175140381,"[0.09544569920539665, 0.2639326505093724]",12.275747060775757,"[0.0692730168265683, 0.2531362349128231]","[0.37772124547924507, 0.5244610682807896]","[0.0692730168265683, 0.2531362349128231]",12.43992805480957,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.08824221382120855, 0.2735443788567528]",12.727196216583252,"{'V3': 0.32757085714285716, 'V4': 1.0, 'V5': 1.0}","[0.07156453893791212, 0.30037531855997135]",37.72396779060364,,"[0.46703868755959826, 0.6096496474747674]",11.135982513427734,,"[0.07335135960572062, 0.32429330953028074]",29.320332765579224,
0,2,6,5,2,7000,V2,V0,PN,"[0.1396898711787212, 0.3574421437434274]",78.29202175140381,"[0.1448533061356904, 0.3656130514001837]",12.275747060775757,"[0.1477152150064806, 0.3422984391119912]","[0.4103717675876169, 0.5568972261832905]","[0.1477152150064806, 0.3422984391119912]",12.43992805480957,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.14200440196776148, 0.35523469027240934]",12.727196216583252,"{'V3': 0.32757085714285716, 'V4': 1.0, 'V5': 1.0}","[0.11510766559090427, 0.3974917083864936]",37.72396779060364,,"[0.5828329283913016, 0.6857388428146162]",11.135982513427734,,"[0.1333180920691916, 0.40362822441078006]",29.320332765579224,
0,2,6,5,2,8000,V1,V0,PS,"[0.38667442522151424, 0.9468339288559705]",89.16585040092468,"[0.3952822644642584, 0.8978675032641015]",13.930601835250854,"[0.2736590312739113, 1.0]","[0.5677193997704674, 0.7387271781979678]","[0.2736590312739113, 1.0]",14.173763275146484,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.39302901002324664, 0.9384914141270241]",14.453768014907835,"{'V3': 0.327347125, 'V4': 1.0, 'V5': 1.0}","[0.2889466290152086, 0.9528263916760126]",42.92682409286499,,"[0.6286079287262801, 0.758680747794352]",12.700646877288818,,"[0.2771460617394463, 0.9398552889966575]",33.366007566452026,
0,2,6,5,2,8000,V2,V0,PS,"[0.49690880441614377, 0.8695964530242433]",89.16585040092468,"[0.48573238825808557, 0.9022143282402767]",13.930601835250854,"[0.4315392596872229, 1.0]","[0.5404431606578802, 0.6844607504003988]","[0.4315392596872229, 1.0]",14.173763275146484,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.49792058590107574, 0.8788639900886962]",14.453768014907835,"{'V3': 0.327347125, 'V4': 1.0, 'V5': 1.0}","[0.38672329402129535, 0.9078507262910337]",42.92682409286499,,"[0.648823851790532, 0.7550496362849922]",12.700646877288818,,"[0.42404447162525966, 0.8830172827453888]",33.366007566452026,
0,2,6,5,2,8000,V1,V0,PN,"[0.08973879437821056, 0.2737832003851358]",89.16585040092468,"[0.09523029858946375, 0.26828947341547704]",13.930601835250854,"[0.0692730168265683, 0.2531362349128231]","[0.37772124547924507, 0.5244610682807896]","[0.0692730168265683, 0.2531362349128231]",14.173763275146484,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.08760145349221911, 0.2735443788567528]",14.453768014907835,"{'V3': 0.327347125, 'V4': 1.0, 'V5': 1.0}","[0.07156453893791212, 0.30037531855997135]",42.92682409286499,,"[0.46703868755959826, 0.6096496474747674]",12.700646877288818,,"[0.07335135960572062, 0.32429330953028074]",33.366007566452026,
0,2,6,5,2,8000,V2,V0,PN,"[0.1440692467466261, 0.35512685202443844]",89.16585040092468,"[0.1448533061356904, 0.37008294639249606]",13.930601835250854,"[0.1477152150064806, 0.3422984391119912]","[0.4103717675876169, 0.561948482986025]","[0.1477152150064806, 0.3422984391119912]",14.173763275146484,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.14657687028845823, 0.3542731232972653]",14.453768014907835,"{'V3': 0.327347125, 'V4': 1.0, 'V5': 1.0}","[0.11510766559090427, 0.3974917083864936]",42.92682409286499,,"[0.5828329283913016, 0.6860776228723952]",12.700646877288818,,"[0.1333180920691916, 0.40362822441078006]",33.366007566452026,
0,2,6,5,2,9000,V1,V0,PS,"[0.3794506435300217, 0.9468339288559705]",99.98808693885805,"[0.40250210208098275, 0.8978675032641015]",15.554347276687622,"[0.2736590312739113, 1.0]","[0.5677193997704674, 0.7387271781979678]","[0.2736590312739113, 1.0]",15.866626024246216,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.39302901002324664, 0.9585745086333537]",16.178258657455444,"{'V3': 0.32768122222222223, 'V4': 1.0, 'V5': 1.0}","[0.2889466290152086, 0.9528263916760126]",49.03283214569092,,"[0.6286079287262801, 0.758680747794352]",14.263039588928224,,"[0.2771460617394463, 0.9398552889966575]",37.53228378295898,
0,2,6,5,2,9000,V2,V0,PS,"[0.500757773339129, 0.8683430873422582]",99.98808693885805,"[0.4910376080496688, 0.9022143282402767]",15.554347276687622,"[0.4315392596872229, 1.0]","[0.5404431606578802, 0.6844607504003988]","[0.4315392596872229, 1.0]",15.866626024246216,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.49783221501225794, 0.8788639900886962]",16.178258657455444,"{'V3': 0.32768122222222223, 'V4': 1.0, 'V5': 1.0}","[0.38672329402129535, 0.9078507262910337]",49.03283214569092,,"[0.648823851790532, 0.7550496362849922]",14.263039588928224,,"[0.42404447162525966, 0.8830172827453888]",37.53228378295898,
0,2,6,5,2,9000,V1,V0,PN,"[0.08767426794936932, 0.2711308431099713]",99.98808693885805,"[0.09740685033809164, 0.26520301526695844]",15.554347276687622,"[0.0692730168265683, 0.2531362349128231]","[0.37772124547924507, 0.5244610682807896]","[0.0692730168265683, 0.2531362349128231]",15.866626024246216,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.088941242701728, 0.27857571689789656]",16.178258657455444,"{'V3': 0.32768122222222223, 'V4': 1.0, 'V5': 1.0}","[0.07156453893791212, 0.30037531855997135]",49.03283214569092,,"[0.46703868755959826, 0.6096496474747674]",14.263039588928224,,"[0.07335135960572062, 0.32429330953028074]",37.53228378295898,
0,2,6,5,2,9000,V2,V0,PN,"[0.1440692467466261, 0.35512685202443844]",99.98808693885805,"[0.1448533061356904, 0.3656130514001837]",15.554347276687622,"[0.1477152150064806, 0.3422984391119912]","[0.4103717675876169, 0.561948482986025]","[0.1477152150064806, 0.3422984391119912]",15.866626024246216,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.14804364340044834, 0.35271214333455353]",16.178258657455444,"{'V3': 0.32768122222222223, 'V4': 1.0, 'V5': 1.0}","[0.11510766559090427, 0.3974917083864936]",49.03283214569092,,"[0.5828329283913016, 0.6956176553641377]",14.263039588928224,,"[0.1333180920691916, 0.40362822441078006]",37.53228378295898,
0,2,6,5,2,10000,V1,V0,PS,"[0.38790834743228336, 0.9323773453788907]",110.85276794433594,"[0.39478443091010085, 0.8978675032641015]",17.17343783378601,"[0.2736590312739113, 1.0]","[0.5677193997704674, 0.7387271781979678]","[0.2736590312739113, 1.0]",17.564316272735596,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.3853121451173439, 0.9585745086333537]",17.89996886253357,"{'V3': 0.3262057, 'V4': 1.0, 'V5': 1.0}","[0.2889466290152086, 0.9528263916760126]",54.26988410949707,,"[0.6286079287262801, 0.758680747794352]",15.82695484161377,,"[0.2771460617394463, 0.9398552889966575]",41.69409966468811,
0,2,6,5,2,10000,V2,V0,PS,"[0.5018749652458465, 0.8635044153948156]",110.85276794433594,"[0.4799369885789423, 0.9022143282402767]",17.17343783378601,"[0.4315392596872229, 1.0]","[0.5404431606578802, 0.6844607504003988]","[0.4315392596872229, 1.0]",17.564316272735596,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.4954287722038941, 0.8788639900886962]",17.89996886253357,"{'V3': 0.3262057, 'V4': 1.0, 'V5': 1.0}","[0.38672329402129535, 0.9147227889563169]",54.26988410949707,,"[0.648823851790532, 0.7550496362849922]",15.82695484161377,,"[0.42404447162525966, 0.8830172827453888]",41.69409966468811,
0,2,6,5,2,10000,V1,V0,PN,"[0.08973879437821056, 0.2661554783513964]",110.85276794433594,"[0.09740685033809164, 0.2639326505093724]",17.17343783378601,"[0.0692730168265683, 0.2531362349128231]","[0.37772124547924507, 0.5244610682807896]","[0.0692730168265683, 0.2531362349128231]",17.564316272735596,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.08760145349221911, 0.27857571689789656]",17.89996886253357,"{'V3': 0.3262057, 'V4': 1.0, 'V5': 1.0}","[0.07156453893791212, 0.30037531855997135]",54.26988410949707,,"[0.46703868755959826, 0.6096496474747674]",15.82695484161377,,"[0.07335135960572062, 0.32429330953028074]",41.69409966468811,
0,2,6,5,2,10000,V2,V0,PN,"[0.1422917664200272, 0.35338476151252946]",110.85276794433594,"[0.13769338157390962, 0.36923662742743263]",17.17343783378601,"[0.1477152150064806, 0.3422984391119912]","[0.4103717675876169, 0.5707573803777861]","[0.1477152150064806, 0.3422984391119912]",17.564316272735596,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.14395553761116076, 0.35523469027240934]",17.89996886253357,"{'V3': 0.3262057, 'V4': 1.0, 'V5': 1.0}","[0.11510766559090427, 0.3974917083864936]",54.26988410949707,,"[0.5828329283913016, 0.6956176553641377]",15.82695484161377,,"[0.1333180920691916, 0.40362822441078006]",41.69409966468811,
0,2,6,10,2,1000,V1,V0,PS,"[0.13449206126735372, 0.7429880866207457]",9.74582815170288,"[0.17152839306609488, 0.6378719540996397]",1.550428867340088,"[0.2736590312739113, 0.8578002237121861]","[0.3799652312831138, 0.5370390087656866]","[0.2736590312739113, 0.8578002237121861]",1.7171528339385986,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.20895386177142866, 0.7025433309660131]",1.7101500034332275,"{'V3': 0.326202, 'V4': 1.0, 'V5': 1.0}","[0.1778887328855287, 0.6018061183284847]",5.0303919315338135,,"[0.44801984558024965, 0.5502790199301744]",1.5638062953948977,,"[0.21331864329189903, 0.6927809988125552]",3.614833116531372,
0,2,6,10,2,1000,V2,V0,PS,"[0.40266698990767275, 0.6980556486802177]",9.74582815170288,"[0.4034061281946663, 0.737028685714434]",1.550428867340088,"[0.4315392596872229, 0.7418362160518728]","[0.6058109727853472, 0.7218103555811086]","[0.4315392596872229, 0.7418362160518728]",1.7171528339385986,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.4331185177455991, 0.7557570677078468]",1.7101500034332275,"{'V3': 0.326202, 'V4': 1.0, 'V5': 1.0}","[0.39194981470443857, 0.716182709656435]",5.0303919315338135,,"[0.6024159349843675, 0.6952157319527507]",1.5638062953948977,,"[0.3663320979345858, 0.7053289311885654]",3.614833116531372,
0,2,6,10,2,1000,V1,V0,PN,"[0.031732833071614355, 0.21039309653334431]",9.74582815170288,"[0.037647638096218225, 0.18061298642886273]",1.550428867340088,"[0.0692730168265684, 0.2171403189378801]","[0.1796961190943447, 0.27941688762981737]","[0.0692730168265684, 0.2171403189378801]",1.7171528339385986,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.04715004137773638, 0.20730849162078943]",1.7101500034332275,"{'V3': 0.326202, 'V4': 1.0, 'V5': 1.0}","[0.04357944178045522, 0.1714938450717686]",5.0303919315338135,,"[0.2904459571897546, 0.3894676938438287]",1.5638062953948977,,"[0.046078060534669556, 0.21133520221775035]",3.614833116531372,
0,2,6,10,2,1000,V2,V0,PN,"[0.11779151741185813, 0.2801757308383451]",9.74582815170288,"[0.12507779227098131, 0.27965368998229795]",1.550428867340088,"[0.1477152150064806, 0.253929378831302]","[0.4421391302501192, 0.5643154632002556]","[0.1477152150064806, 0.253929378831302]",1.7171528339385986,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.14274546087140383, 0.3256322025214565]",1.7101500034332275,"{'V3': 0.326202, 'V4': 1.0, 'V5': 1.0}","[0.11639596065370136, 0.2974131153277447]",5.0303919315338135,,"[0.5626367560711916, 0.6551886775748864]",1.5638062953948977,,"[0.11246117180679385, 0.2925296564234951]",3.614833116531372,
0,2,6,10,2,2000,V1,V0,PS,"[0.13449206126735372, 0.7429880866207457]",19.35280108451844,"[0.19524085408281758, 0.7057330598199749]",3.058609962463379,"[0.2736590312739113, 0.8578002237121861]","[0.3799652312831138, 0.5370390087656866]","[0.2736590312739113, 0.8578002237121861]",3.25581955909729,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.19941475667236822, 0.75956040164493]",3.3279051780700684,"{'V3': 0.306131, 'V4': 1.0, 'V5': 1.0}","[0.1778887328855287, 0.7331715955889861]",9.90471339225769,,"[0.43233856024022216, 0.5541065409779656]",2.987107038497925,,"[0.17275479961364654, 0.6927809988125552]",7.097127199172974,
0,2,6,10,2,2000,V2,V0,PS,"[0.3558125316194662, 0.7058357248667807]",19.35280108451844,"[0.39976989894934056, 0.737028685714434]",3.058609962463379,"[0.4315392596872229, 0.7418362160518728]","[0.5994019862249121, 0.7260693054179282]","[0.4315392596872229, 0.7418362160518728]",3.25581955909729,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.4025113331258842, 0.7487051300240964]",3.3279051780700684,"{'V3': 0.306131, 'V4': 1.0, 'V5': 1.0}","[0.3631820747090311, 0.716182709656435]",9.90471339225769,,"[0.6024159349843675, 0.7034376174204607]",2.987107038497925,,"[0.3663320979345858, 0.7115828011280433]",7.097127199172974,
0,2,6,10,2,2000,V1,V0,PN,"[0.031732833071614355, 0.20561824184898764]",19.35280108451844,"[0.040647631271099105, 0.1941684900076588]",3.058609962463379,"[0.0692730168265684, 0.2171403189378801]","[0.1774687469329511, 0.28199727276727915]","[0.0692730168265684, 0.2171403189378801]",3.25581955909729,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.044060943935551676, 0.20261926165960084]",3.3279051780700684,"{'V3': 0.306131, 'V4': 1.0, 'V5': 1.0}","[0.04357944178045522, 0.22884717506079802]",9.90471339225769,,"[0.2904459571897546, 0.3894676938438287]",2.987107038497925,,"[0.03710948971779211, 0.21133520221775035]",7.097127199172974,
0,2,6,10,2,2000,V2,V0,PN,"[0.1057800977496685, 0.28842184986633185]",19.35280108451844,"[0.1274331963448851, 0.27965368998229795]",3.058609962463379,"[0.1477152150064806, 0.253929378831302]","[0.4421391302501192, 0.5643154632002556]","[0.1477152150064806, 0.253929378831302]",3.25581955909729,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.11171246571249606, 0.30802810499088934]",3.3279051780700684,"{'V3': 0.306131, 'V4': 1.0, 'V5': 1.0}","[0.11598036303293385, 0.30165894604564053]",9.90471339225769,,"[0.5626367560711916, 0.6551886775748864]",2.987107038497925,,"[0.11246117180679385, 0.2925296564234951]",7.097127199172974,
0,2,6,10,2,3000,V1,V0,PS,"[0.13759990662288052, 0.7429880866207457]",28.92793703079224,"[0.18732498217642365, 0.7057330598199749]",4.54400110244751,"[0.2736590312739113, 0.8578002237121861]","[0.37632738006826133, 0.546984433850411]","[0.2736590312739113, 0.8578002237121861]",4.99847674369812,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.18752209705922288, 0.7282299638211962]",5.125389337539673,"{'V3': 0.3047896666666667, 'V4': 1.0, 'V5': 1.0}","[0.169670629687412, 0.7331715955889861]",15.056844711303713,,"[0.43233856024022216, 0.5541065409779656]",4.654071092605591,,"[0.10385585599507606, 0.6927809988125552]",10.86207365989685,
0,2,6,10,2,3000,V2,V0,PS,"[0.34888266419238045, 0.7300921274541761]",28.92793703079224,"[0.3689805247685887, 0.720881412903764]",4.54400110244751,"[0.4315392596872229, 0.7418362160518728]","[0.5994019862249121, 0.7260693054179282]","[0.4315392596872229, 0.7418362160518728]",4.99847674369812,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.40974032983472436, 0.7372413095685614]",5.125389337539673,"{'V3': 0.3047896666666667, 'V4': 1.0, 'V5': 1.0}","[0.3631820747090311, 0.7199924337412836]",15.056844711303713,,"[0.6006479926076986, 0.7034376174204607]",4.654071092605591,,"[0.3663320979345858, 0.7263366440080469]",10.86207365989685,
0,2,6,10,2,3000,V1,V0,PN,"[0.030296185964548975, 0.2085035067108366]",28.92793703079224,"[0.03563612990454414, 0.1978572548524539]",4.54400110244751,"[0.0692730168265684, 0.2171403189378801]","[0.1774687469329511, 0.2905682199288628]","[0.0692730168265684, 0.2171403189378801]",4.99847674369812,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.044060943935551676, 0.1938445381737651]",5.125389337539673,"{'V3': 0.3047896666666667, 'V4': 1.0, 'V5': 1.0}","[0.03658452395266105, 0.22884717506079802]",15.056844711303713,,"[0.2904459571897546, 0.3894676938438287]",4.654071092605591,,"[0.022314043528041567, 0.21133520221775035]",10.86207365989685,
0,2,6,10,2,3000,V2,V0,PN,"[0.10273189385010101, 0.2888354099632345]",28.92793703079224,"[0.1057555567268018, 0.29454076344876035]",4.54400110244751,"[0.1477152150064806, 0.253929378831302]","[0.4421391302501192, 0.5643154632002556]","[0.1477152150064806, 0.253929378831302]",4.99847674369812,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.11724935346521408, 0.29989464002476085]",5.125389337539673,"{'V3': 0.3047896666666667, 'V4': 1.0, 'V5': 1.0}","[0.11598036303293385, 0.30165894604564053]",15.056844711303713,,"[0.5626367560711916, 0.6551886775748864]",4.654071092605591,,"[0.11246117180679385, 0.2925296564234951]",10.86207365989685,
0,2,6,10,2,4000,V1,V0,PS,"[0.15956047162476253, 0.7429880866207457]",38.53881454467773,"[0.18943247907087332, 0.7057330598199749]",6.034577131271362,"[0.2736590312739113, 0.8578002237121861]","[0.37632738006826133, 0.546984433850411]","[0.2736590312739113, 0.8578002237121861]",6.557491302490234,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.16298772085857816, 0.7151613294686864]",6.772062540054321,"{'V3': 0.30586275, 'V4': 1.0, 'V5': 1.0}","[0.08268510582899774, 0.7331715955889861]",20.016035556793213,,"[0.43233856024022216, 0.556560215182792]",6.1452343463897705,,"[0.10385585599507606, 0.7358810138939057]",14.38232707977295,
0,2,6,10,2,4000,V2,V0,PS,"[0.3577459116210658, 0.720812728069253]",38.53881454467773,"[0.3887186053273995, 0.720881412903764]",6.034577131271362,"[0.4315392596872229, 0.7418362160518728]","[0.5964672532821059, 0.7375012682845692]","[0.4315392596872229, 0.7418362160518728]",6.557491302490234,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.41115704035080103, 0.7372413095685614]",6.772062540054321,"{'V3': 0.30586275, 'V4': 1.0, 'V5': 1.0}","[0.35277020785757357, 0.7332396775909021]",20.016035556793213,,"[0.5984679302289482, 0.7034376174204607]",6.1452343463897705,,"[0.3663320979345858, 0.7427633677370882]",14.38232707977295,
0,2,6,10,2,4000,V1,V0,PN,"[0.032167974078773906, 0.2036849188850514]",38.53881454467773,"[0.03530251690724593, 0.1978572548524539]",6.034577131271362,"[0.0692730168265684, 0.2171403189378801]","[0.1774687469329511, 0.2905682199288628]","[0.0692730168265684, 0.2171403189378801]",6.557491302490234,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.035686598493132334, 0.1906218082514605]",6.772062540054321,"{'V3': 0.30586275, 'V4': 1.0, 'V5': 1.0}","[0.018486682567077445, 0.22884717506079802]",20.016035556793213,,"[0.2866442623051207, 0.3911042100051406]",6.1452343463897705,,"[0.022314043528041567, 0.21133520221775035]",14.38232707977295,
0,2,6,10,2,4000,V2,V0,PN,"[0.09967456260543686, 0.28850219570265623]",38.53881454467773,"[0.11074424916847478, 0.29897492821788996]",6.034577131271362,"[0.1477152150064806, 0.253929378831302]","[0.4421391302501192, 0.5689921846991759]","[0.1477152150064806, 0.253929378831302]",6.557491302490234,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.11488164274616082, 0.30117027586768774]",6.772062540054321,"{'V3': 0.30586275, 'V4': 1.0, 'V5': 1.0}","[0.10627224144671224, 0.3105850529127298]",20.016035556793213,,"[0.5626367560711916, 0.6551886775748864]",6.1452343463897705,,"[0.11246117180679385, 0.3105237971402872]",14.38232707977295,
0,2,6,10,2,5000,V1,V0,PS,"[0.15646624649494786, 0.710230286283079]",48.05963826179504,"[0.16514642816008188, 0.7057330598199749]",7.525029897689819,"[0.2736590312739113, 0.8578002237121861]","[0.37632738006826133, 0.546984433850411]","[0.2736590312739113, 0.8578002237121861]",8.115289449691772,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.1768871487274952, 0.7151613294686864]",8.408180713653564,"{'V3': 0.3033582, 'V4': 1.0, 'V5': 1.0}","[0.08268510582899774, 0.7331715955889861]",25.006070852279663,,"[0.43233856024022216, 0.5575223839152537]",7.654321908950806,,"[0.10385585599507606, 0.7358810138939057]",17.8997004032135,
0,2,6,10,2,5000,V2,V0,PS,"[0.3558284682749622, 0.7425729060884688]",48.05963826179504,"[0.4014044743476357, 0.7382443159219096]",7.525029897689819,"[0.4315392596872229, 0.7418362160518728]","[0.5964672532821059, 0.7375012682845692]","[0.4315392596872229, 0.7418362160518728]",8.115289449691772,"{'V3': 1.0, 'V4': 1.0, 'V5': 1.0}","[0.40887298209438255, 0.7372413095685614]",8.408180713653564,"{'V3': 0.3033582, 'V4': 1.0, 'V5': 1.0}","[0.35277020785757357, 0.7332396775909021]",25.006070852279663,,"[0.5984679302289482, 0.7034376174204607]",7.654321908950806,,"[0.3112161059704852, 0.7427633677370882]",17.8997004032135,
